	000	001	002	003	004	005	006
YMR032W	-0.00377819	-0.000163478	-0.00270701	-0.00170858	0.000908555	0.00150994	0.000473701
YMR034C	-0.00431478	-0.00902705	-0.00438932	0.00118885	0.00692695	-0.00608352	-0.00675554
YMR035W	-0.00633844	-0.0103703	-0.00237613	0.0100064	0.013423	0.0083372	-0.00178302
YMR036C	-0.00319671	-0.00146233	-0.00208744	-0.00346967	0.000812206	8.81668e-06	0.00198484
YMR037C	-0.00626964	0.00169804	-0.00588333	0.00087	-0.0022553	0.0100009	-0.0137725
YMR038C	-0.006892	0.00134026	-0.00653441	-0.00643947	0.00592053	-0.00262483	0.00734274
YMR039C	-0.0059831	-0.00667511	-0.00667221	0.012725	0.00720184	0.0010157	-0.00459708
YMR040W	-0.00240486	-0.00349829	0.00317528	-0.00130838	-0.00175122	-0.00266147	-0.0013503
YMR041C	-0.00409815	-0.00685753	-0.00251162	0.00728621	0.00234757	0.00470559	-0.00135389
YMR042W	-0.00228175	-0.000443074	-0.000394068	-0.000670337	-0.000112237	-0.00127007	-0.00112293
YMR043W	-0.0147411	-0.00372083	-0.0133951	0.025429	-0.0129868	0.0137488	-0.0220024
YMR044W	-0.00677369	-0.000401731	0.00494463	-0.00466206	-0.00503746	0.000399261	0.00270176
YMR046C	-0.0715327	0.0167897	-0.0451525	0.0861344	-0.0694348	-0.0218776	0.0617786
YMR047C	-0.00918731	0.00674813	0.0143016	-0.00505283	0.000506692	0.0041869	-0.00721829
YMR048W	-0.00324538	-0.00541341	0.00104878	0.00267473	0.00276333	0.00629058	0.00141324
YMR049C	-0.0110478	0.0153855	0.000333692	-0.0117567	-0.00269342	0.0159482	-0.0219617
YMR051C	-0.0785862	0.0486728	0.00620108	0.0478198	-0.0288652	-0.00439016	0.0311551
YMR052W	-0.00319582	-0.00312737	0.00431259	-0.00442328	0.00224545	0.00487781	0.00129979
YMR053C	-0.00410888	-0.00918983	-0.00217876	0.00351125	0.00442971	0.00928331	0.000484701
YMR054W	-0.00831644	0.00329927	-0.00588731	-0.00810989	0.00137263	-0.00688567	0.00982676
YMR055C	-0.00363348	-0.00356958	-0.00108754	0.00386875	0.00389753	9.10754e-05	0.00147919
YMR056C	-0.00497041	-0.0134526	0.00386292	-0.00584424	-0.00730102	-0.0119569	-0.0041687
YMR057C	-0.00286232	-0.00211884	-0.00155069	0.00158307	0.000908425	0.00203986	-0.0014274
YMR058W	-0.0192403	0.0207811	-0.014824	-0.0288322	8.93298e-05	-9.04103e-05	0.004844
YMR059W	-0.00466143	-0.00253913	-0.00450371	0.00235778	0.00075842	0.00354542	-0.00319826
YMR061W	-0.00689896	0.00120293	-0.00243882	-0.00653404	-0.000949642	-0.00476269	0.00536307
YMR063W	-0.00286793	-0.00175277	-0.00135593	0.000516906	3.27987e-05	5.15515e-05	-0.00340411
YMR064W	-0.00572167	-0.00196926	-0.00266861	-0.00606944	-0.000514286	-0.00256034	0.00120148
YMR065W	-0.00481103	-0.00664057	0.000574233	-0.00501016	-0.00532968	-0.00440099	-0.00303888
YMR066W	-0.00364431	0.0014675	0.00513175	-0.00214272	0.00795913	-0.0028496	-0.00106203
YMR067C	-0.0240751	0.010452	-0.0182554	0.0142555	-0.0345536	0.0224019	-0.0142475
YMR068W	-0.00135485	-0.00175691	0.000378877	-0.000231952	0.0015469	0.000172731	-0.000847706
YMR069W	-0.00138257	-0.00100666	-0.0016013	0.000680952	0.000194826	0.00165963	-0.00213608
YMR070W	-0.0111634	0.0037582	0.000126858	-0.0151455	-0.0101034	0.0091512	-0.00806471
YMR071C	-0.0123312	-0.00914397	0.00256428	0.0249129	0.000410304	0.0115188	0.00899924
YMR072W	-0.011311	-0.000347737	0.000619616	-0.00795831	-0.00382328	0.0104326	-0.00224508
YMR073C	-0.0068702	-0.000716638	0.0047379	0.00843143	-0.00387712	0.0020385	-0.00112204
YMR074C	-0.00875157	-0.00100435	0.00322147	-0.0030371	0.0030005	-0.00248267	-0.00134744
YMR075W	-0.00316822	0.000228725	0.000873214	0.00422263	-0.0022543	0.00174909	-0.00169645
YMR076C	-0.00364528	0.00146319	-0.00138681	-0.00339474	0.000126596	0.000974804	-0.000409567
YMR077C	-0.00349143	-0.0035279	0.0015013	0.00437711	-0.00143969	0.00477835	-3.51551e-05
YMR078C	-0.00299625	0.00100843	0.000426312	-0.00172613	-0.00176125	-0.00203892	-0.00223764
YMR080C	-0.0099328	0.00420059	-0.00985146	-0.00441232	-0.00188351	0.00137971	-0.0101668
YMR081C	-0.00457778	-0.0134857	0.00287374	-0.00465539	-0.00812779	0.0059904	-0.00956797
YMR082C	-0.00358492	-0.00172277	-0.00425852	-0.00484459	0.00153915	-5.57499e-05	0.00426713
YMR083W	-0.0286541	0.00365346	-0.0131619	-0.0473861	0.0139636	-0.0487262	0.0453963
YMR086W	-0.00690476	-0.00541908	-0.00252294	0.00480529	0.00870096	-0.00447121	-0.00477698
YMR087W	-0.00487603	0.000132511	0.000202731	-0.000240914	-0.00265985	-0.00383675	0.00779969
YMR088C	-0.00969926	0.0031494	0.00206328	-0.00717648	0.0120909	-0.0148609	0.0173291
YMR089C	-0.0055052	-0.00392363	-0.0028863	-0.00924306	0.0012667	-0.00762261	0.00649045
YMR090W	-0.00749255	-0.0218484	-0.00211034	0.00380016	0.0194417	0.0187165	0.0064179
YMR091C	-0.00512394	0.000974711	-0.00153556	-0.00524333	0.00286184	-0.00402177	0.00689695
YMR092C	-0.0108151	-0.00549561	0.00240991	-0.000638703	0.0198662	0.000638808	-0.00580629
YMR093W	-0.0090951	0.0117551	-0.0127582	-0.0228518	-0.00199554	0.00538988	0.000883451
YMR094W	-0.00200975	-0.00104861	0.000571893	0.00171643	-0.000320554	0.00330079	-0.000507726
YMR095C	-0.00192091	-0.000805838	0.000267327	-0.00102443	0.000701278	-0.000671343	-0.00269007
YMR096W	-0.00358254	3.72495e-05	-0.00111035	-0.00731843	0.00149304	0.00262596	0.00711818
YMR097C	-0.00289749	-0.00146469	0.00538542	-0.00227473	0.000873383	-0.00235798	-0.00102269
YMR098C	-0.00455718	-0.00214154	-0.00215287	-0.019845	0.00513543	-8.56231e-05	0.0227153
YMR099C	-0.00784893	0.00362096	0.0118464	-0.00687668	0.00150123	-0.000237458	-0.00247403
YMR100W	-0.00327242	-0.00145437	0.00743178	0.00170736	0.0056828	0.00427391	0.00126949
YMR101C	-0.0225341	0.00744108	-0.0116969	-0.0298797	-0.0178278	0.0324328	-0.0169741
YMR102C	-0.0108285	-0.00651727	-0.00171737	1.88071e-05	-0.00554376	0.0109268	0.00266148
YMR103C	-0.00558743	-0.00205631	-0.00137935	-0.00715041	0.00840575	0.000283988	0.00748317
YMR104C	-0.00198999	-0.00310958	0.00261978	0.00232024	0.00226021	0.00233062	0.00153632
YMR105C	-0.013338	-0.0441952	0.0218958	-0.00352098	-0.0276075	-0.0208209	0.00527044
YMR106C	-0.00386476	-8.04974e-05	0.00351354	-0.00480359	0.00779292	0.00105808	-0.000493804
YMR107W	-0.00644861	-0.0377767	0.0162618	-0.0170596	-0.0177664	0.000737652	-0.00880675
YMR108W	-0.013129	0.00943399	-0.00376538	-0.016837	0.00425003	-0.00527933	-0.0133509
YMR109W	-0.00433726	-0.000229659	-0.00487704	-0.00550711	0.00182367	-0.00346604	0.00220673
YMR110C	-0.00905278	-0.0271292	0.0094228	-0.00163756	0.0060016	0.000364135	-0.00158945
YMR111C	-0.00267214	-0.00272988	0.00270844	-0.00314975	0.00503565	-0.000152272	0.00198898
YMR112C	-0.00423939	-0.00280133	-0.000312737	0.00240321	0.00121236	-0.000666532	-0.00236463
YMR113W	-0.0029981	-0.0027051	-0.00107836	-0.0040553	0.00236117	1.14927e-05	0.00393416
YMR114C	-0.00410196	-0.00432773	0.0104533	-0.0061372	0.00567623	-0.000451754	0.000391654
YMR115W	-0.0031084	-0.00539218	0.000969444	-0.00213405	0.00196995	-0.00169997	0.00158235
YMR118C	-0.00429524	-0.00704967	0.00235752	-0.00441334	-0.00377093	-0.00397818	-0.00433535
YMR119W	-0.00643146	-0.00305441	-0.00411078	-0.00157405	0.0019323	-0.0142564	0.000732756
YMR121C	-0.0441921	0.0478938	0.0239065	0.062644	-0.0516421	0.0245794	0.011259
YMR122C	-0.00214899	-0.00188472	0.000689014	-0.00174533	4.40023e-05	-0.00107048	-0.00091278
YMR123W	-0.00663092	0.00462901	0.00860289	0.00714531	-0.000968884	0.00524234	-0.00400366
YMR124W	-0.00469146	-0.00226946	-0.000926898	-0.00172798	0.000827108	-0.000424816	-0.00181179
YMR125W	-0.0102493	0.00745207	0.0060457	0.00469763	-0.0103632	0.00938143	-0.011062
YMR126C	-0.0033793	-0.000310842	0.00269545	-0.00269939	-0.000300883	0.00048257	-0.0024139
YMR127C	-0.0029287	-0.00159867	0.00536397	0.0016566	0.00181545	0.00312148	0.000556713
YMR128W	-0.00588053	0.00496151	-0.00254372	-0.00836904	-0.000681829	0.00414429	-0.00513064
YMR129W	-0.00742325	0.00706078	0.00512304	0.00189823	-0.00657475	0.00300805	-0.00666939
YMR130W	-0.0049644	0.00379367	0.00204862	-0.00182353	-0.000449446	0.00203575	-0.00120959
YMR131C	-0.0115061	0.021012	0.0365932	0.00458678	0.0222591	0.00288885	-0.00597231
YMR132C	-0.00249544	-0.000331252	0.000139205	0.000301371	-0.000504687	0.00143225	-0.0015986
YMR133W	-0.00283432	-0.00586174	-0.00124971	0.000552667	0.00206185	-0.00264755	-0.000113141
YMR134W	-0.00351273	-0.00208525	-0.00273033	-0.00512765	0.00143962	-0.00364576	0.00240263
YMR135C	-0.00433788	-0.00691124	-0.00322625	-0.00141836	0.0107179	-0.00949339	-0.00165972
YMR136W	-0.00284537	-0.00585918	0.000980613	-0.00348298	0.00300497	-0.00127578	0.00243087
YMR137C	-0.00236517	-0.00273287	-0.000646401	-0.00284737	0.00191722	0.00112504	0.00047314
YMR138W	-0.00254831	-0.00225967	-0.00160809	-0.00315934	0.00201681	0.00033026	0.00178928
YMR139W	-0.00518997	-0.00981276	0.00358654	-0.0019594	-0.00178339	-0.00141383	0.00478425
YMR140W	-0.0044567	-0.00594641	-0.000922587	-0.00602987	-0.00324596	-0.00236388	-0.00599809
YMR141C	-0.00527519	-0.0041377	-0.00106578	0.00056302	-0.00269461	-0.00221731	-0.00537951
YMR144W	-0.00276043	-0.00201474	-0.00162423	-0.00160145	0.00142984	0.00019988	0.000325809
YMR145C	-0.0177968	-0.0147128	0.0183888	-0.0173395	-0.00192242	-0.0443601	-0.0100625
YMR146C	-0.0164307	0.00612873	-0.0146599	-0.0123154	-0.000776343	0.00102986	-0.0136279
YMR147W	-0.0040491	0.00190517	0.00694395	0.00181274	-0.00255424	0.00221516	0.000855572
YMR148W	-0.00811546	-0.0107278	0.00570486	-0.00181755	0.000912994	0.00689367	-0.00175709
YMR149W	-0.0135831	0.0162983	0.0447951	0.0109888	0.0205956	0.0081232	-0.00165728
YMR150C	-0.00751066	-0.000354825	0.00196362	0.000433632	0.000625333	0.00300304	-0.00414854
YMR151W	-0.00213356	-0.000129963	0.00223604	0.0004134	-0.00120616	-0.000623869	-6.78659e-05
YMR152W	-0.00665878	7.02279e-05	0.0179551	-0.00197842	0.0147802	0.00342202	-0.00348372
YMR153W	-0.00346053	9.37796e-06	0.0103164	-0.000167958	0.00509716	0.00137681	0.00102872
YMR154C	-0.00239083	-0.00256127	0.000959073	-0.00163152	0.000845528	0.000469114	-0.000853631
YMR155W	-0.00377238	-0.00189952	0.0126488	0.000497989	0.00435349	-0.000369122	0.000109062
YMR156C	-0.0031303	-0.00323271	0.000600485	0.000425493	-0.000353015	0.000673349	-0.000494338
YMR157C	-0.00384422	-0.00286721	0.00564697	0.00175939	0.00122997	0.00526973	-0.000666931
YMR158W	-0.00392095	-0.00591111	-0.000976132	0.00201899	0.00606282	0.00495714	0.00209699
YMR159C	-0.00217245	-0.00330652	9.05618e-05	0.00120643	0.000352281	-0.00101123	0.0008726
YMR160W	-0.00315456	-0.00595059	-0.00156639	-0.00193242	0.00291323	0.00102648	0.000496009
YMR161W	-0.00544784	7.28971e-05	-0.0043081	-0.00469325	0.00179887	-0.000993466	0.000941838
YMR162C	-0.0061038	-0.00451944	-0.00503444	-0.0071977	0.000575592	0.00223482	0.00248969
YMR163C	-0.00470737	-0.00719992	0.00217609	-0.00626108	-0.0104175	-0.00668488	-0.00424505
YMR164C	-0.00350192	-0.00256075	-0.00228404	-0.00610438	0.0010193	0.00131941	0.00283151
YMR165C	-0.00560262	-0.00219063	-0.00540612	-0.00319601	-0.000273922	0.000586966	0.00221842
YMR167W	-0.00356327	-0.00411442	-0.00172078	-0.00300822	0.00308692	-0.00277311	0.000118259
YMR168C	-0.00321543	-0.000621741	-0.000828346	-0.00357118	0.00341516	-0.00236475	0.00261016
YMR170C	-0.0144547	-0.0709697	0.000677295	0.00605999	0.0446806	0.0807202	0.018646
YMR171C	-0.00870566	-0.00471098	-0.00400581	-0.00694051	-0.00202887	-0.00549126	0.00201579
YMR172W	-0.00298043	-0.00262698	-0.00336107	-0.00262225	0.00221638	-0.00242997	-0.00230007
YMR173W	-0.0144706	-0.0181176	0.0125249	0.00838718	0.00134565	0.0379846	0.00556749
YMR176W	-0.0020954	-0.00115415	-0.00112205	-0.00254023	0.00110314	-9.47049e-05	0.00165492
YMR177W	-0.00561603	0.00979664	0.0347829	-0.00017675	0.0316575	-0.000217867	-0.0106952
YMR178W	-0.00665892	-0.0119298	-0.00188377	0.00422867	0.00857423	0.0129877	0.00158589
YMR179W	-0.00268658	0.000109215	0.00365343	1.32573e-05	0.00234735	0.00340651	-0.00124358
YMR180C	-0.00340019	-0.00714697	-0.00156904	0.000567927	0.00452387	0.00309235	-0.00220031
YMR181C	-0.00610762	-0.0112129	0.0142385	-0.00160744	-0.00448248	6.75655e-05	-0.00130838
YMR182C	-0.00283525	-0.00377648	-0.00191099	-0.00135246	0.00333056	0.00177524	-0.00226761
YMR183C	-0.00713943	0.000245098	0.0121208	0.00273084	0.00107454	0.00725952	0.000865089
YMR184W	-0.00446024	-0.00605566	-0.00646057	0.00428319	0.00623304	-0.00164447	-0.00514078
YMR185W	-0.00440728	0.00414915	0.00928019	-0.00237314	0.00266904	0.00239605	-0.00872828
YMR186W	-0.0439955	-0.0462663	-0.0437197	-0.0241372	-0.00463929	-0.0171907	-0.0451172
YMR187C	-0.0029582	-0.00233654	0.0020802	-0.00343812	0.0017043	0.000820411	0.00228276
YMR188C	-0.00647363	-0.0188651	-0.00700848	0.00592757	0.0203068	0.00597099	-0.00383169
YMR189W	-0.00177262	-0.00083431	-0.00184407	-0.00170486	0.00065542	-9.71158e-05	0.0013625
YMR190C	-0.00490315	-0.00513277	-0.00546494	-0.00507233	0.00497417	-0.00140778	0.00389305
YMR191W	-0.00876971	-0.0212236	0.0131933	-0.013804	-0.0153452	-0.0194497	-0.00273632
YMR192W	-0.00333592	-0.00467008	-0.00362036	-0.00154434	0.00673682	-0.00445707	-0.00140778
YMR193W	-0.00354319	-0.00561415	0.00140935	-0.00217635	0.00245274	0.000930547	0.00415761
YMR195W	-0.0068862	-0.0207446	-0.0104501	0.00825153	0.0252784	0.00291004	-0.00265637
YMR196W	-0.00613418	-0.0150912	-0.00297077	0.00568888	0.00558581	-0.00080686	0.00562833
YMR197C	-0.00620107	-0.0214488	-0.0090152	0.00909289	0.0264658	0.00940902	-0.0031835
YMR198W	-0.00241797	-0.0029938	0.000752238	-0.00206472	0.00490364	0.00042258	0.00377283
YMR199W	-0.00516044	-0.000115174	-0.0141783	-0.00477718	0.00900721	-0.0144241	-0.00303307
YMR200W	-0.0064941	0.00395858	0.0188877	-0.000490979	0.00710066	0.00364473	-0.00604527
YMR202W	-0.0142785	0.00308198	-0.019423	0.00439764	0.0058903	-0.00324832	-0.0152713
YMR203W	-0.0204904	0.00516667	0.0450496	0.00411006	0.00611098	0.0132076	-0.00169088
YMR204C	-0.00295404	-0.0052775	-0.00242468	0.00223644	0.00546159	0.00344468	-0.00367868
YMR205C	-0.044761	0.0150265	-0.0396584	0.119031	-0.0110667	-0.0820966	-0.0326078
YMR206W	-0.00164546	-0.00610282	0.00381426	-0.00321309	-0.00383027	-0.00219498	-0.00260645
YMR207C	-0.0109127	-0.00376752	-0.0111978	0.0182306	-0.000108943	-0.0062164	-0.00909042
YMR208W	-0.00542148	0.00536901	0.0151568	-0.00540415	0.00599805	0.00346161	-0.00571245
YMR209C	-0.0042747	-0.00553206	0.0011	0.00670474	0.00447339	0.00784566	0.00572735
YMR210W	-0.00324082	-0.00304402	0.0067256	-0.00127787	0.00110423	0.00221543	-0.00104469
YMR211W	-0.00726658	-0.00329249	-0.00104729	0.010737	-0.00627272	0.00899337	0.0119571
YMR212C	-0.00727497	0.00736039	0.00462785	-0.00161969	-0.0026526	0.00421952	-0.00634357
YMR213W	-0.00218008	-0.00277358	-0.000379866	-0.00233287	0.00340563	0.00110406	0.00243739
YMR214W	-0.00219947	-0.0031529	-0.00319227	0.00070009	0.00653157	-0.00355974	-0.00179029
YMR215W	-0.0154117	0.0108076	0.00413409	-0.00433196	0.0276156	-0.0228913	0.0173054
YMR216C	-0.00851154	-0.0122345	-0.0176169	0.00561931	0.0269482	-0.0151698	-0.0133044
YMR217W	-0.0260714	0.0115083	-0.0170108	0.00927573	0.02337	0.0215821	-0.0384322
YMR218C	-0.0038077	-0.00124026	-0.00164085	-0.00414607	0.00441685	-0.00409922	0.00612782
YMR219W	-0.00233062	-0.00170526	-0.00205326	0.00169987	-0.00103255	0.00400556	-0.00449062
YMR220W	-0.00531496	-0.00185529	0.000366759	-0.00665337	0.00660711	-0.00736627	0.00865885
YMR221C	-0.0106467	0.00274121	0.00803151	0.0283987	-0.0154054	-0.00910763	0.0428636
YMR222C	-0.00389096	-0.00353452	-0.000140692	-0.00338154	0.0021415	-0.00207133	0.00262263
YMR223W	-0.00407647	-0.00284333	0.00288572	4.67625e-05	0.00688654	0.00523881	0.00234219
YMR224C	-0.00293711	-0.00154534	-0.00108749	-0.00435739	0.00151441	-0.00199847	0.00370506
YMR226C	-0.0112741	-0.0129093	-0.00366612	0.0233034	0.00812972	0.0116047	-0.000689957
YMR227C	-0.00236954	-0.000127564	0.00368094	-0.00133761	0.00154526	0.000150689	-0.00202582
YMR228W	-0.00269522	-0.00581507	0.000682269	0.00326404	0.0044475	0.0072395	0.00221145
YMR229C	-0.00984439	0.0117368	-0.00348004	-0.0137834	-0.00103165	0.00859373	-0.00783157
YMR231W	-0.00402737	-0.000733305	0.000178648	0.0062612	-0.000303302	-0.000937673	0.0008472
YMR232W	-0.00143113	-0.00152995	0.00206143	-0.000738093	0.00131449	-0.000411113	-0.000661778
YMR233W	-0.00288682	-0.00677279	0.00139523	0.0020998	0.00555157	0.010703	0.00266355
YMR234W	-0.00281548	0.000437889	0.00644862	-0.00025776	0.00274513	-0.000770382	-0.00150771
YMR235C	-0.00858117	0.000832286	0.00918934	0.0142636	0.00703294	0.00554432	0.00631662
YMR236W	-0.00553024	0.000649093	0.0046407	-0.00269201	0.000425793	0.00200964	-0.00699139
YMR237W	-0.00877546	-0.00195013	0.00234221	0.00961216	-0.00351452	0.00410026	-0.00155898
YMR238W	-0.00642345	0.00414573	0.00871025	-0.00486415	-0.00275801	0.000454471	0.00168998
YMR239C	-0.00348155	0.00256816	-0.000320534	-0.000655792	0.00211952	0.00167871	-0.00598616
YMR240C	-0.00260742	-0.00172072	-0.00162681	-0.00272152	0.000698093	-0.0027602	0.000978572
YMR241W	-0.0134385	0.00645995	-0.00551875	0.000872309	0.00544931	-0.00421182	-0.0251493
YMR242C	-0.0271087	0.0251017	-0.0334614	-0.022763	-0.00755951	-0.02266	0.0192413
YMR243C	-0.0180572	0.00828926	0.0222847	0.00525019	0.0306735	-0.0225295	-0.0135475
YMR244W	-0.0018312	-0.0035837	0.000765962	-0.00266131	0.0014196	-2.01773e-05	0.00215058
YMR245W	-0.003873	-0.00845598	0.00238155	-0.00184869	-0.00538297	-0.00115774	-0.00580731
YMR246W	-0.0152669	0.0182535	-0.00217175	-0.0414302	0.0157757	-0.00878474	0.0291336
YMR247C	-0.0062929	-0.000677694	-0.00426309	-0.00131794	0.00190457	-0.0015082	-0.00212837
YMR250W	-0.0115209	-0.0458507	0.0145635	-0.00591901	-0.0104334	-0.0202531	0.00531956
YMR251W	-0.00186252	-0.00398908	-0.000402474	-0.000522155	0.00213471	0.00431941	0.00335278
YMR252C	-0.00401154	-0.00198045	-0.0034891	-0.00126038	0.00189774	-0.00785673	0.000343173
YMR253C	-0.00413173	-0.00444973	0.00154315	0.00523867	0.00305775	0.00237472	-0.000409237
YMR255W	-0.00554252	-0.00278488	0.00989123	-0.00634947	-0.00305137	-0.00283896	-0.00550783
YMR257C	-0.0035836	-0.000842554	0.00116309	0.00142175	-0.00151544	0.00288418	-0.00336311
YMR258C	-0.00382873	-0.000594136	0.00663969	-0.00298481	0.000855445	-0.00434685	-0.00141074
YMR259C	-0.00783715	0.00679921	0.00330135	0.00405517	-0.00649081	0.00768808	-0.00896811
YMR260C	-0.0115417	0.0133446	0.015979	-0.00746963	0.0050567	0.00416915	-0.00890891
YMR261C	-0.00771556	-0.00388965	0.00135623	0.0112988	-0.011013	0.00227806	0.00458319
YMR262W	-0.00264596	-0.00438656	0.00419853	-0.0018812	0.000701859	0.00090818	0.00179307
YMR263W	-0.00345723	-0.00494158	0.00235163	0.0014635	0.00392541	0.00872383	0.00610101
YMR264W	-0.00377123	-4.93085e-05	0.00655203	-0.00388819	0.00852219	-0.00324448	-0.00179993
YMR265C	-0.00466536	-0.00784655	0.000837972	-0.0101653	0.0123419	0.0142304	0.0177952
YMR266W	-0.00308707	-0.00129749	-0.00150932	-0.00238878	0.00177424	-0.00219725	-0.000543547
YMR267W	-0.00377564	-0.00611123	0.000853723	0.00257049	0.00713996	0.00412504	0.00282044
YMR268C	-0.00201764	-0.000975555	-0.00200037	-0.00200648	0.000338861	-0.00183945	-0.000842088
YMR269W	-0.00573848	0.00469958	0.00207179	0.000253265	0.00453084	0.00450299	-0.0141185
YMR270C	-0.0036551	-3.58068e-05	-0.00144626	-0.00265059	0.00134879	-0.00234775	0.00198439
YMR271C	-0.00426842	-0.0131655	0.00347122	-0.00144597	0.00139906	0.00797651	-0.00103163
YMR272C	-0.00873086	-0.00716477	0.00151065	-0.00577267	0.00433091	-0.0217423	0.0105953
YMR274C	-0.00351543	-0.000653441	0.00498145	-0.000557058	0.00964827	0.00392829	0.00122734
YMR275C	-0.00373123	-0.00129955	-0.00152348	-0.00851941	0.0036838	-0.00140124	0.0059218
YMR276W	-0.00230857	-0.000888717	0.00254027	-0.00365039	0.00742276	0.00219826	0.00401721
YMR277W	-0.00534305	0.00239698	-0.00296103	-0.00834672	0.00393638	-0.00265907	0.00593383
YMR278W	-0.00547805	-0.00908635	-0.00196524	-0.000433444	0.0131663	0.00525909	0.00863981
YMR279C	-0.00327165	-0.000831387	-0.0028407	-0.00249755	0.000183819	-0.00527888	0.00286815
YMR280C	-0.00688035	-0.00374286	-0.0070105	-0.0156145	-0.000750017	0.00315454	0.0169091
YMR281W	-0.00478274	-3.65579e-05	0.0015515	-0.00474916	-0.00150199	0.00252682	-0.00215438
YMR282C	-0.00318164	-0.00241112	0.00379063	0.0039186	0.00246108	0.00345949	0.00229786
YMR283C	-0.00266517	-0.00111979	0.00171382	-0.00208397	0.000388778	0.000377908	-0.000640275
YMR284W	-0.00455557	-0.00665207	-0.000141359	0.00433826	0.000185212	0.00638197	0.00300585
YMR285C	-0.00448157	0.00179914	0.000865241	-0.00522841	0.0003677	0.000490019	-0.00132486
YMR287C	-0.0103991	0.00299087	-0.00537284	-0.000829728	-0.0178643	0.0121083	-0.00932104
YMR288W	-0.00279507	-0.00025932	-0.000783382	-0.00191657	0.000233245	0.00114652	-0.00324923
YMR289W	-0.00427301	0.000174694	0.00311888	0.00408539	-0.00312609	0.00334915	-0.000859134
YMR290C	-0.0134931	0.0225625	-0.00445996	-0.0207488	-0.00434111	0.0198657	-0.0256795
YMR291W	-0.00837069	-0.00568542	0.000329425	0.00563321	-0.00890931	0.0149819	0.00311483
YMR293C	-0.0026226	-0.000907395	0.000452365	-0.00234176	-0.000852089	0.00106565	-0.00210225
YMR294W	-0.00419759	-0.00365139	-0.00286454	-0.000786015	0.00144417	0.00317444	-0.000566801
YMR295C	-0.0137041	-0.00606277	-0.00668166	-0.0150877	-0.000201472	0.00208239	0.0162975
YMR296C	-0.00876586	-0.00994743	-0.00371327	-0.00245861	0.0108445	-0.0378616	-0.0169379
YMR297W	-0.0377299	-0.0469881	0.00489106	-0.0289665	0.00253244	-0.0944479	0.0363103
YMR298W	-0.0103754	-0.000124683	-0.00670676	-0.00030448	0.0110588	-0.00612894	-0.000864345
YMR299C	-0.00309064	-5.07967e-05	-0.00242561	-0.00115745	0.000949619	-0.00350623	0.0016465
YMR300C	-0.0101589	0.00508264	-0.0111202	0.00863306	0.0176127	-0.0305209	-0.00605784
YMR301C	-0.00349851	0.000671868	-0.00372038	-0.00446036	-0.00118055	-0.000780229	-0.00021547
YMR302C	-0.00497429	-0.00824493	-0.00390588	-0.00500651	0.00504052	-3.34191e-05	0.00438448
YMR303C	-0.0466251	-0.0193648	-0.0275407	-0.02676	0.00568965	-0.00415306	0.0230264
YMR304W	-0.00611935	-0.00503133	-0.0127024	0.00653397	0.00701543	-0.0159637	-0.0118447
YMR305C	-0.0253873	0.0127386	-0.0239853	-0.017089	0.00650775	-0.0171134	0.00767661
YMR306W	-0.00998847	-0.000251238	-0.00200222	0.00272766	-0.0156253	0.00919808	-0.00135431
YMR307W	-0.0377981	0.0338602	-0.00368694	-0.0225064	0.0106768	-0.0114339	-0.0256337
YMR308C	-0.0161867	0.020761	0.0190002	0.00547102	-0.0045175	0.011261	-0.0139076
YMR309C	-0.013821	0.0146886	-0.00323017	-0.0214897	-0.00784817	0.012859	-0.0124886
YMR310C	-0.00768065	0.00704514	0.00882946	0.000326943	0.00208706	0.0163829	-0.0166815
YMR311C	-0.00954421	-0.0245376	0.00834827	-0.00528543	-0.00157567	0.0145177	-0.00460687
YMR312W	-0.0613407	-0.0262293	-0.00276572	0.000154133	-0.0349856	0.067151	0.0204748
YMR313C	-0.00449638	-0.00164086	-0.000514838	-0.00467923	-0.00158429	9.79845e-05	0.000217839
YMR314W	-0.0122554	-0.0052158	0.0147646	0.011686	0.000204968	0.0201556	0.00602004
YMR315W	-0.0125185	-0.000153443	-0.00164278	0.00105023	-0.00363278	-0.00451901	-0.000365241
YMR316W	-0.00322498	0.000809796	0.00490177	0.00429106	0.00136808	-0.00197038	0.000595458
YMR317W	-0.00486985	-0.00364753	-0.00208784	-0.00240254	-0.00133474	-2.27975e-05	-0.00270084
YMR318C	-0.022284	0.0175425	-0.0167336	-0.0115269	0.0127215	-0.00943231	-0.00424019
YMR319C	-0.00770324	0.000252502	-0.00872201	-0.010158	0.00261376	0.000378465	0.00141093
YMR320W	-0.00451769	-0.00190471	-0.00228549	-0.00259398	0.000360699	0.000259577	-0.000675877
YMR321C	-0.0124555	0.0066002	-0.0152766	-0.0168305	-0.00541375	0.00262375	0.00823549
YMR322C	-0.00157449	-0.00522162	0.00061717	-0.000478908	-0.000746622	0.00137416	-0.000117494
YMR323W	-0.00647483	-0.00324705	-0.00392193	-0.010042	-0.00205695	0.00361887	0.00703306
YMR325C	-0.0121085	-0.00421295	-0.00823894	-0.0054676	-0.00637389	0.00592294	0.00208238
YMR326C	-0.00304848	-0.0054501	-0.00150439	-0.00466831	0.00416591	0.0039775	0.00475881
YNL001W	-0.00713655	-0.0010098	-0.0045179	-0.00339207	0.00636158	-0.000243724	0.000554988
